Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2012,16G005,Contribuir a detener la contaminación ambiental y el deterioro de los recursos naturales mediante el incremento de los niveles de cumplimiento de la normatividad ambiental.,Los sectores prioritarios son inspeccionados y verificados para el cumplimiento de la legislación ambiental.,Programa de Inspección y Vigilancia en Materia de Medio Ambiente y Recursos Naturales,Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16G010,,,Programa de gestión hídrica,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G012,Contribuir a mejorar la productividad del agua en el sector agrícola optimizando la conducción y el riego de los cultivos para lograr un manejo integral y sustentable del recurso.,Infraestructura hidroagrícola modernizada y/o tecnificada en los distritos de riego dentro de la Cuenca Lerma Chapala.,Cuenca Lerma-Chapala,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G013,Contribuir a la conservación de los ecosistemas y su biodiversidad del país mediante el instrumento de Áreas Protegidas Federales,"Los ecosistemas naturales de M¿xico disminuyen su deforestaci¿n, sobreexplotaci¿n y deterioro.",Consolidar el Sistema Nacional de Áreas Naturales Protegidas,Conservación de la biodiversidad en ecosistemas saludables
2012,16G021,"Contribuir mediante el registro de títulos de concesión y asignación en línea, a crear elementos para optimizar la administración, gestión y custodia de las aguas nacionales y sus bienes públicos inherentes",Los usuarios de Aguas Nacionales cuentan con títulos de concesión inscritos en línea,Registro Público de Derechos del Agua.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G022,"Contribuir al ordenamiento territorial de las zonas aledañas a ríos y cuerpos de agua, mediante la delimitación de su zona federal","Contar con los estudios y planos de delimitación de las zonas federales de cauces y cuerpos de agua prioritarios, con el fin de tener la bases técnicas para la adecuada administración de las zonas federales, evitando con ello su invasión por asentamiento humanos o contrucciones no autorizadas que puedan altera el regimen hidráulico y exponer al peligro a las personas y sus propiedades.",Delimitación de causes y zonas federales.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G023,"Contribuir a dar mayor certeza jurídica al usuario, ampliando los servicios relacionados con la atención de trámites, así como proveer a dichos usuarios de los elementos necesarios para una mejor toma de decisiones a fin de que realicen o no transmisiones de derechos de agua",Los usuarios de aguas nacionales y sus bienes públicos inherentes cuenten con el trámite electrónico y que utilicen los servicios de los Bancos del Agua.,Servicios a usuarios y mercado del agua.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G024,Contribuir a la Administración sustentable de las Aguas Nacionales mediante la aplicación de instrumentos de control y regulación de acuíferos prioritarios,Los usuarios de Aguas Nacionales cumplen con la Ley de Aguas Nacionales,"Inspección, medición y calificación de infracciones.",Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16G025,"Coadyuvar a la conformación de una cultura contributiva en materia de aguas nacionales, mediante la mejora de la recaudación, así como de los efectos de la fiscalización",El sistema tributario en materia de aguas nacionales dispone de instrumentos que incrementan su eficacia recaudatoria y fiscalizadora,Recaudación y fiscalización.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K007,Contribuir a la sustentabilidad Ambiental mediante la construcción de infraestructura hidráulica en el Valle de México,Los habitantes del Valle de México están protegidos de inundaciones con la infraestructura hidráulica,"Proyectos de infraestructura económica de agua potable, alcantarillado y saneamiento",Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K025,,,Proyectos de inmuebles (oficinas administrativas),Manejo eficiente y sustentable del agua y prevención de inundacionesInformación y educación forestal
2012,16K028,,,Estudios de preinversión,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K111,Contribuir a mejorar la productividad del agua en el sector agrícola mediante la rehabilitación de las presas y estructuras de cabeza administradas por la Comisión Nacional del Agua a fin de mantenerlas en condiciones adecuadas de funcionamiento Hidráulico y Estructural,La infraestructura de presas y estructuras de cabeza operadas por la CONAGUA se mantiene en condiciones óptimas de operación mediante obras de rehabilitación,Conservación y Operación de Presas y Estructuras de Cabeza,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K129,Contribuir a mitigar los efectos de inundaciones a centros de población y áreas productivas de los riesgos derivados de fenómenos hidrometeorológicos mediante la construcción de infraestructura hidráulica de protección.,Los centros de población y áreas productivas cuentan con las obras de infraestructura hidráulica para mitigar los efectos de inundación.,Infraestructura para la Protección de Centros de Población y Áreas Productivas,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K131,Contribuir a la sustentabilidad Ambiental mediante la construcción de infraestructura hidráulica en el Valle de México,Los habitantes del Valle de México están protegidos de inundaciones con la construcción de la infraestructura hidráulica,Túnel Emisor Oriente y Central y Planta de Tratamiento Atotonilco,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K132,"Contribuir al desarrollo sustentable de las áreas de temporal tecnificado mediante el mantenimiento de la infraestructura ya existente, incorporación de nuevas áreas y la introducción del riego suplementario","Usuarios beneficiados con el mantenimiento, incorporación de áreas nuevas y riego suplementario en las áreas de temporal.",Infraestructura de temporal.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K133,,,Pago y Expropiaciones para Infraestructura Federal.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K134,Contribuir a mitigar los efectos de inundaciones a centros de población y áreas productivas de los riesgos derivados de fenómenos hidrometeorológicos mediante la construcción de infraestructura hidráulica de protección en programas hídricos integrales.,Los centros de población y áreas productivas cuentan con las obras de infraestructura hidráulica para mitigar los efectos de inundación en programas hídricos integrales.,Programas Hídricos Integrales.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K135,Contribuir al desarrollo sustentable en la producción de alimentos mediante del valor de la producción,"La frontera agrícola de áreas de riego es ampliada, mediante la construcción de infraestructura hidroagrícola, para aprovechar plenamente los sitios con disponibilidad de agua y vocación agrícola.",Infraestructura de riego.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K137,,,Zona de Mitigación y Rescate Ecológico en el Lago de Texcoco,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K138,"Contribuir al aprovechamiento sustentable y protección de los recursos naturales, mediante el fortalecimiento de la infraestructura del sector ambiental.",El sector ambiental fortalece su infraestructura para la protección del ambiente.,Programa de Inversión en Infraestructura Social y de Protección Abiental,Manejo eficiente y sustentable del agua y prevención de inundacionesRegulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.|Conservación de la biodiversidad en ecosistemas saludables|Información y educación forestal|Desarrollo tecnológico del agua y medio ambiente|Servicios de apoyo administrativo
2012,16K139,,,Inversión para el Manejo Integral del Ciclo Hidrológico,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K140,,,Inversión del Servicio Meteorológico Nacional.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16K141,"Contribuir a mejorar la productividad del agua en el sector agrícola, mediante la Conservación y Modernización de Distritos de Riego.","La Infraestructura hidroagrícola en los Distritos de Riego es Conservada y Modernizada,en beneficio de los usuarios de los Distritos de Riego.",Estabilización de cuencas y acuíferos.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2012,16N001,,,Programa para atender desastres naturales,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2012,16P001,"Contribuir a lograr una gestión integrada y sustentable de los recursos hídricos del país, impulsando planes, programas y acciones en un marco de desarrollo de eficiencia económica, equidad social y funcionalidad ambiental.",Se cuenta con una politica hidrica que integra elementos estratégicos que orientan los resultados hacia la gestión sustentable,Conducción de las políticas hídricas,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16P002,"Contribuir al cumplimiento de las 47 metas establecidas en el Programa Sectorial de Medio Ambiente y Recursos Naturales, mediante la dirección, programación, monitoreo, evaluación y acompañamiento a las Unidades Responsables que integran el Sector Ambiental.","Las Unidades Responsables que integran el Sector Ambiental aplican instrumentos de planeación, evaluación, fomento y normatividad, así como de las áreas Staff, para apoyar la toma de decisiones.","Planeación, Dirección y Evaluación Ambiental",Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16P005,Contribuir al conocimiento en materia de la sustentabilidad ambiental mediante la elaboración de estudios e impartición de capacitación técnica sobre cambio climático.,Los usuarios interesados en el tema tienen acceso a la información generada de los estudios y a la capacitación técnica publicados en la página del Instituto Nacional de Ecología.,Programa Especial de Cambio Climático,Investigación científica y tecnológica del agua y medio ambiente
2012,16P006,,,Programa de Fortalecimiento Ambiental en las Entidades Federativas.,Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16R014,"México recibe beneficios ambeintales, económicos, técnicos, científicos y sociales en concordancia con las prioridades nacionales y los principios de política exterior (línea estratégica sectorial), mediante la atención de los foros, acuerdos y negociaciones internacionales.",México mantiene la membresía en organismos y foros internacionales,Cuotas y Aportaciones a Organismos Internacionales,Manejo eficiente y sustentable del agua y prevención de inundacionesConservación de la biodiversidad en ecosistemas saludables|Información y educación forestal|Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16R015,,,Fideicomisos Ambientales,Manejo eficiente y sustentable del agua y prevención de inundacionesInvestigación científica y tecnológica del agua y medio ambiente|Información y educación forestal|Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16S046,"Contribuir a la conservación de los ecosistemas y su biodiversidad a través del uso y aprovechamiento sustentable en las Áreas Protegidas, zonas de influencia y otras modalidades de conservación.","Las localidas asentadas en Areas Naturales Protegidas, zonas de influencia y otras modalidades de conservación se fortalecen y adquieren capacidades locales para realizar actividades de conservación de ecosistemas y su biodiversidad.",Programa de Conservación para el Desarrollo Sostenible (PROCODES),Conservación de la biodiversidad en ecosistemas saludables
2012,16S047,Contribuir a mejorar el bienestar de la población en el país mediante el suministro de agua limpia desinfectada con sistemas formales de abastecimiento,1) Población que cuenta con sistema formal de abastecimiento y con suministro de agua desinfectada 2) Caudal de agua con desinfección operando en sistemas formales de abastecimiento,Programa de Agua Limpia,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S071,Contribuir a estabilizar el ingreso de la población objetivo en el medio rural.,"La población rural mayor de 16 años temporalmente desocupada obtiene un ingreso temporal para afrontar los efectos de una emergencia natural, económica o de baja demanda laboral",Programa de Empleo Temporal (PET),"Manejo eficiente y sustentable del agua y prevención de inundacionesConservación de la biodiversidad en ecosistemas saludables|Proárbol: Bosques recuperados, protegidos y productivos"
2012,16S074,Contribuir a incrementar la cobertura y calidad de los servicios de agua potable en zonas urbanas del país.,Población en zonas urbanas dotada con mejores servicios de agua potable y alcantarillado.,"Programa de Agua Potable, Alcantarillado y Saneamiento en Zonas Urbanas",Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S075,"Contribuir a incrementar el acceso de los servicios de agua potable, alcantarillado y saneamiento en las comunidades rurales.",La población rural cuenta con sistemas de agua potable y alcantarillado y participa organizadamente en la prestacion de los servicios.,Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S079,Contribuir a mejorar la productividad del agua en el sector agrícola optimizando el uso del líquido en la conducción y en riego de los cultivos para lograr un manejo integral y sustentable del recurso.,"Infraestructura hidroagrícola, conservada, modernizada y/o tecnificada por las organizaciones de usuarios de los distritos de riego","Programa de Rehabilitación, Modernizacióny Equipamiento de Distritos de Riego",Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S217,"Contribuir al mejoramiento de la productividad del agua en las Unidades de Riego mediante la modernización de infraestructura hidroagrícola y/o tecnificación del riego a nivel parcela, para alcanzar un manejo sustentable del agua.",Los productores de Unidades de Riego cuentan con superficie agrícola modernizada y/o tecnificada,Programa de Modernización y Tecnificación de Unidades de Riego,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S218,"Contribuir a mejorar los servicios de saneamiento en el país, incrementando la infraestructura de plantas de tratamiento de las aguas residuales",El agua residual colectada es tratada.,Programa de Tratamiento de Aguas Residuales,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16S219,"Contribuir a mantener la provisión de bienes y servicios ambientales en el país, mediante la incoporación de superficies forestales a esquemas de desarrollo forestal sustentable","Bosques, selvas y vegetación de zonas áridas del País incorporados a procesos de restauración, conservación y manejo técnico",ProÁrbol.-Pago por Servicios Ambientales,"Proárbol: Bosques recuperados, protegidos y productivos"
2012,16U001,"Contribuir al mejoramiento de la eficiencia en la prestación de los servicios de agua potable, alcantarillado y saneamiento mediante el incremento en las coberturas.",Recursos invertidos para la realización de acciones de mejoramiento de eficiencia.,Programa de Devolución de Derechos,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U007,"Contribuir al incremento de recursos que se aportan al Fideicomiso 1928 provenientes del pago de aprovechamiento de agua en bloque, conforme al Decreto de estímulo físcal del 24 de noviembre de 2004","Aportar recursos para la realización de obras necesarias para el abastecimiento Agua Potable y Saneamiento en la Zona conurbada del Valle de México, para mejorar la calidad de los servicios",Devolución de Aprovechamientos.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U008,"Contribuir en la infraestructura de saneamiento, para coadyuvar en el tratamiento del agua residual, en beneficio de la preservción del medio ambiente.",Apoyar en la infraestructura de saneamiento en el país.,Saneamiento de Aguas Residuales,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U009,Contribuir a la conservación de la biodiversidad en el Alto Golfo de California mediante la conservación de la vaquita,Los pescadores de las comunidades del AltoGolfo de California eliminaron las redes agalleras y de enmalle,Programa de Acción para la Conservación de la Vaquita Marina,Conservación de la biodiversidad en ecosistemas saludables
2012,16U010,Contribuir al fortalecimiento de una cultura de uso sustentable del recurso.,La población objetivo municipal es atendida con las acciones del Programa.,Programa de Cultura del Agua,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U012,"El país contribuye a garantizar una adecuada calidad del aire, agua y suelo consolidando el marco regulatorio y aplicando políticas para prevenir, reducir y controlar la contaminación, haciendo una gestión integral de los residuos y remediando los sitios contaminados","Se incrementan en el País los residuos sólidos urbanos (RSU) manejados integralmente, aprovechando al máximo su potencial, y dispuestos apropiadamente en la menor cantidad posible",Prevención y gestión integral de residuos,Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16U015,Contribuir a que los consejos de cuenca desarrollen las funciones establecidas en la Ley de Aguas Nacionales,"El desarrollo organizacional de las entidades de cuenca es mejorado, a través de apoyos operativos",Programa para incentivar el desarrollo organizacional de los Consejos de Cuenca,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U019,Contribuir al uso sustentable de las aguas subterráneas,Acuíferos con uso sustentable,Mejora de Eficiencia Hídrica en Áreas Agrícolas,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U020,"Contribuir a la sustentabilidad ambiental del desarrollo nacional, disminuyendo la pérdida y reducción de las poblaciones y especies silvestres y sus hábitat, a través del subsidio a proyectos.",Las especies silvestres y sus hábitat son conservados mediante la gestión y regulación de su aprovechamiento sustentable,Fomento para la Conservación y Aprovechamiento Sustentable de la Vida Silvestre,Conservación de la biodiversidad en ecosistemas saludables
2012,16U021,Contribuir al aprovechamiento sustentable de los recursos naturales con instrumentos y acciones de los tres órdenes de gobierno en materia de ordenamiento ecológico y desarrollo institucional ambiental.,"Las instituciones públicas relacionadas con temas ambientales, desarrollan instrumentos de política ambiental y fortalecen sus capacidades e infraestructura en esa materia",Programa de Desarrollo Institucional y Ordenamientos Ecológicos Ambientales,Conservación de la biodiversidad en ecosistemas saludables
2012,16U022,"Contribuir a la consolidación de las medidas para la mitigación de emisiones y el desarrollo de capacidades de adaptación, nacionales y locales, para el Cambio Climático, en el ámbito de las atribuciones de las unidades responsables que operan el programa.","Los beneficiarios de los subprogramas desarrollan capacidades para un uso sustentable de los recursos naturales, de mitigación y/o de adaptación a los efectos del cambio climático.",Programa de Mitigación y Adaptación del Cambio Climáticos,Investigación científica y tecnológica del agua y medio ambienteRegulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.|Conservación de la biodiversidad en ecosistemas saludables
2012,16U023,Contribuir a la reducción del impacto ambiental de los residuos a través de la remediación de suelos en sitios contaminados.,La población afectada por sitios contaminados de alta prioridad es reducida.,Programa Nacional de Remediación de Sitios Contaminados,Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16U024,"Constribuir a la conservación de los ecosistemas y su biodiversidad en el país mediante la participación directa de las localidades asentadas en las Regiones Prioritarias (Áreas Naturales Protegidas, zonas de influencia y otras modalidades de conservación)","Las localidades de las Regiones Prioritarias (Áreas Naturales Protegidas, zonas de influencia y otras modalidades de conservación) conservan sus ecosistemas y su biodiversidad a través comités de vigilancia comunitaria.",Programa de Vigilancia Comunitaria en Áreas Naturales Protegidas y Zonas de Influencia,Conservación de la biodiversidad en ecosistemas saludables
2012,16U025,"Contribuir a la conservación y recuperación de las especies en riesgo y su habitat natural mediante su protección, manejo y aprovechamiento sustentable.",30 especies en riesgo y sus hábitats se conservan a través de la implementación del PROCER y sus respectivos PACE.,Programa de Recuperación y Repoblación de Especies en Peligro de Extinción.,Conservación de la biodiversidad en ecosistemas saludables
2012,16U026,Contribuir a la toma de decisiones de política pública mediante la generación suficiente de información,Generar información científica y técnica ambiental suficiente y de calidad en el país,Programa de Investigación Cientifica y Tecnológica Ambiental.,Desarrollo tecnológico del agua y medio ambiente
2012,16U028,Contribuir para que los volúmenes de agua concesionados en distritos de riego estén acordes con la disponibilidad sustentable de las fuentes de abastecimiento mediante la reducción de los volúmenes de agua concesionados.,Asociaciones Civiles de Usuarios con volumnes de agua para riego superiores en un 20% a la disponibilidad de las fuentes de abastecimiento reducen el volumen de agua concesionado.,Programa de Adecuación de Derechos de Uso de Agua,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U029,"Contribuir a la preservación, protección, manejo y restauración de los agroecositemas y el mantenimeinto y recuperación de razas y variedades de maiz criollo y sus parientes silvestres en sus entornos naturales mediante el pago de apoyos economicamente directos a comunidades rurales e indigenas","Las localidades asentadas en Áreas Naturales Protegidas, zonas de influencia y otras modalidades de conservació recuperan las razas y variedades de maíz criollo y sus parientes silvestres en sus entornos naturales",Programa de Conservación del Maíz Criollo,Conservación de la biodiversidad en ecosistemas saludables
2012,16U030,,,Infraestructura en Distrito de Riego,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U031,,,Incentivos para la Operación de Plantas de Tratamiento de Aguas Residuales.,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,16U032,,,Programa de Fortalecimiento Ambiental en las Entidades Federativas,Regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales.
2012,16U034,Contribuir a la conservación de especies emblemáticas de flora y fauna silvestre mediante la ejecución de protocolos de monitoreo biológico en Áreas Naturales Protegidas,En las Áreas protegidas Federales se ejecutan los protocolos de monitoreo biológico de especies emblemáticas de flora y fauna silvestre para su conservación.,PROGRAMA DE MONITOREO BIOLÓGICO EN ÁREAS NATURALES PROTEGIDAS (PROMOBI),Conservación de la biodiversidad en ecosistemas saludables
2012,16U035,"Contribuir a la protección, manejo y conservación de las Áreas Naturales Protegidas mediante la formulación de sus Programas de Manejo",Las ANP cuentan con Programas de Manejo formulados o modificados.,PROGRAMAS DE MANEJO DE ÁREAS NATURALES PROTEGIDAS (PROMANP),Conservación de la biodiversidad en ecosistemas saludables
2012,16U036,Contribuir al desarrollo forestal sustentable en regiones prioritarias mediante el fortalecimiento de capacidades locales y la ejecución de proyectos integrales de conservación y manejo forestal.,Los dueños y poseedores de terrenos forestales ubicados en regiones prioritarias fortalecen sus procesos de desarrollo regional forestal,ProÁrbol.-Desarrollo Forestal,"Proárbol: Bosques recuperados, protegidos y productivos"
2012,16U037,,,Infraestructura Hídrica,Manejo eficiente y sustentable del agua y prevención de inundaciones
2012,17E002,"Contribuir al fortalecimiento del estado de derecho y la seguridad nacional, a través de la obtención de sentencias condenatorias a favor de la sociedad",La sociedad es beneficiada con las denuncias averiguaciones previas consignadas en materia de delitos federales,Investigar y perseguir los delitos del orden federal,Investigación del delito federal
2012,17E003,"Contribuir al fortalecimiento del estado de derecho y la seguridad nacional, a través de la obtención de sentencias condenatorias en materia de delincuencia organizada a favor de la sociedad.",La sociedad es beneficiada con las averiguaciones previas consignadas en materia de delincuencia organizada.,Investigar y perseguir los delitos relativos a la Delincuencia Organizada,Investigación del delito federal
2012,17E006,"Contribuir al fortalecimiento del estado de derecho y abatimiento de la impunidad, a través de la obtención de sentencias condenatorias en materia de delitos federales especializados.",La sociedad es beneficiada con las averiguaciones previas consignadas en materia de delitos federales especializados,Investigar y perseguir los delitos federales de carácter especial,Investigación del delito federal
2012,17E008,"Contribuir al fortalecimiento del estado de derecho, a través de la defensa de los intereses de la Federación",Los intereses de la Federación son defendidos,Representación jurídica de la Federación en el ámbito nacional e internacional,Representación jurídica de la Federación en el ámbito interno e internacional
2012,17E009,"Contribuir al mejoramiento del estado de derecho, a través del fortalecimiento al respeto a los derechos humanos en la actuación de la Procuraduría General de la República.",La Procuraduría General de la República ha fortalecido el respeto por los derechos humanos de la sociedad en su actuación.,Promoción del respeto a los derechos humanos y atención a víctimas del delito,Representación jurídica de la Federación en el ámbito interno e internacional
2012,17E010,"Contribuir al fortalecimiento del estado de derecho, mediante la difusión de conocimientos en materia de ciencias penales.",Las instituciones involucradas en la Procuración de Justicia conocen las publicaciones generadas en materia de ciencias penales.,Investigación académica en el marco de las ciencias penales,Investigación del delito federal
2012,17E011,"Contribuir al fortalecimiento del Estado de Derecho y la seguridad nacional, mediante el apoyo en la obtención de sentencias condenatorias en materia de delitos electorales.",Las sociedad es beneficiada con las averiguaciones previas despachadas por consignación en materia de delitos electorales.,"Investigar, perseguir y prevenir delitos del orden electoral",Investigación del delito federal
2012,17E012,Contribuir al fortalecimiento de la procuración de justicia federal a través de detección y sanción de conductas irregulares de personal de la Institución.,"Los servidores públicos de la Procuraduría General de la República son sujetos a evaluación técnico-jurídica, supervisión, inspección, fiscalización y control, así como de investigación para la determinación de conductas irregulares que puedan ser sujetas a responsabilidad administrativa o penal.",Supervisar y vigilar la aplicación del marco legal en la investigación y persecución del delito del orden federal,Investigación del delito federal
2012,17E013,Contribuir a la obtención de sentencias condenatorias en materia federal a través del personal que cumple con los requisitos indispensables de la Institución para el desempeño de sus funciones.,El personal de la Procuraduría General de la República cumple con los requerimientos indispensables de la Institución para el desempeño de sus funciones formando parte del Sistema Nacional de Seguridad Pública.,Promoción del Desarrollo Humano y Planeación Institucional,Investigación del delito federal
2012,17K022,,,Proyectos de infraestructura gubernamental de procuración de justicia,Investigación del delito federal
2012,17K027,,,Mantenimiento de infraestructura,Investigación del delito federal
2012,17K028,,,Estudios de preinversión,Investigación del delito federal
2012,17M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2012,17O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2012,17R001,,,Aportaciones a organismos internacionales en materia de procuración de justicia y combate a las drogas.,Representación jurídica de la Federación en el ámbito interno e internacional
2012,18E003,Contribuir al desarrollo científico del país en materia de investigación científica y tecnológica a través de la realización de proyectos de investigación en materia nuclear y disciplinas a fines,"La comunidad cientifica y sectores del pais, conocen los resultados obtenidos en el desarrollo de la investigación cientifica y tecnológica, en materia nuclear y disciplinas afines",Investigación y desarrollo tecnológico y de capital humano en energía nuclear,Investigación y desarrollo tecnológico y de capital humano en energía nuclear
2012,18E004,,,Investigación y Desarrollo Tecnológico en Materia Petrolera  ,Investigación y desarrollo tecnológico en materia petrolera
2012,18E005,"Contribuir al desarrollo tecnológico del Sector Energético, mediante la aplicación de los resultados de la investigación en esta materia.","Las Empresas del Sector Energético fortalecen la contratación de proyectos de investigación aplicada, así como la calidad en los resultados de las investigaciones en el Sector.",Investigación y desarrollo tecnológico y de capital humano en energía eléctrica,Investigación y desarrollo tecnológico y de capital humano en energía eléctrica
2012,18E006,"Contribuir a la profundización y facilitación de procesos de investigación científica, adopción e innovación tecnológical mediante la aplicación de tecnología desarrollada derivada de investigación en materia petrolera para incrementar la productividad de la economía nacional.","La Industria Petrolera Nacional aplica la tecnología desarrollada, derivada de la investigación en materia petrolera generada por el Instituto Mexicano del Petróleo",Investigación en materia petrolera,Investigación y desarrollo tecnológico en materia petrolera
2012,18E009,"Contribuir al aprovechamiento sustentable de la energía en los sectores público, social y privado mediante la gestión de acciones de eficiencia. energética","Que los sectores público, social y privado implementan acciones de eficiencia energética",Gestión e implementación en aprovechamiento sustentable de la energía,Gestión de la eficiencia energética
2012,18E016,Contribuir a fortalecer la vinculación con el sector productivo mediante el suministro de bienes y servicios tecnológicos.,El Instituto alcanza las metas establecidas en el programa de comercialización,Prestación de bienes y servicios en materia nuclear,Investigación y desarrollo tecnológico y de capital humano en energía nuclear
2012,18E204,,,Generación de energía eléctrica,Generación de energía eléctrica
2012,18E561,Contribuir a la prestación del Servicio Público de Energía Eléctrica confiable y de calidad generando electricidad mediante la operación de las centrales de generación.,Los usuarios de Comisión Federal de Electricidad reciben un servicio eléctrico cuya calidad y costo no son afectados negativamente por interrupciones o ineficiencias atribuibles a Generación.,Operación y mantenimiento de las centrales generadoras de energía eléctrica,Generación de energía eléctrica
2012,18E568,"Contribuir a la prestación del servicio público de energía eléctrica, a través de la planeación, dirección, supervisión, coordinación, control del despacho y la operación del Sistema Eléctrico Nacional, con la finalidad de hacer eficiente el suministro de energía eléctrica, bajo criterios de seguridad, continuidad, calidad y economía.",Controlar el Sistema Eléctrico Nacional y despachar la energía eléctrica con altos niveles de calidad y eficiencia para asegurar las mejores condiciones a los usuarios del Servicio Público de Energía Eléctrica.,"Dirección, coordinación y control de la operación del Sistema Eléctrico Nacional","Transmisión, transformación y control de la energía eléctrica"
2012,18E570,Contribuir a asegurar el suministro de energía eléctrica confiable y de calidad a los usuarios del servicio público de energía eléctrica mediante la operación ininterrumpida y óptima de las líneas y subestaciones de distribución,Los usuarios de Comisión Federal de Electricidad reciben un servicio eléctrico cuya calidad y costo no son afectados negativamente por interrupciones o ineficiencias atribuibles a Distribución.,Operación y mantenimiento de los procesos de distribución y de comercialización de energía eléctrica,Distribución y comercialización de energía eléctrica
2012,18F012,Contribuir al aprovechamiento sustentable de la energía mediante la promoción y difusión de las acciones para el uso eficiente de la energía a los diversos sectores de la población.,Que los diferentes sectores de la sociedad modifiquen su comportamiento respecto al uso de la energía.,Promoción en materia de aprovechamiento sustentable de la energía,"Pomoción, vinculación e innovación en la eficiencia energética"
2012,18G001,"Contribuir a garantizar la seguridad energética en materia de gas LP a través de la supervisión del cumplimiento de la normatividad por parte de los permisionarios de Transporte, Almacenamiento y Distribución de gas LP.","Las instalaciones y/o equipo de los permisionarios de transporte, almacenamiento y distribucion de gas LP cumplen con la normatividad.",Otorgamiento de permisos y verificación de instalaciones para almacenamiento y distribución de gas LP; aprobación de unidades de verificación y elaboración y actualización de normas oficiales mexicanas en esta materia,Regulación eficiente del sector energético
2012,18G002,"Contribuir a la eficiencia económica y energética de los sectores eléctrico e hidrocarburos garantizando la seguridad, confiabilidad y continuidad en el servicio, a través de la aplicación del marco regulatorio.",Los permisionarios y usuarios del sector Energético en México se ven beneficiados con mejores condiciones de servicio en los sectores de electricidad e hidrocarburos por una regulación eficiente y transparente.,"Regulación y supervisión del otorgamiento de permisos y la administración de estos, en materia de electricidad, gas natural y gas licuado de petróleo",Regulación eficiente del sector energético
